,id,title,original_title,overview,release_date,year,budget,revenue,profit,runtime,popularity,vote_average,vote_count,genres,production_companies,production_countries,spoken_languages
454,502104.0,Seven Stages to Achieve Eternal Bliss,Seven Stages to Achieve Eternal Bliss,"A small-town couple finds the perfect apartment in the big city, except there's one catch: the apartment is home to the ritualistic suicides of a deranged cult.",2020-03-06,2020.0,0.0,0.0,0,93.0,0.43,5.054,28.0,"Comedy,Horror,Thriller","Company X,MarVista Entertainment,Tamperclean Films",United States of America,English
456,310485.0,Looking for a Wall,En busca de un muro,The life of the Mexican muralist José Clemente Orozco and his quest to create a career in New York.,1974-09-19,1974.0,0.0,0.0,0,133.0,3.5207,5.857,7.0,"Drama,History","Conacine,Estudios Churubusco Azteca",Mexico,Español
457,251537.0,What The F@#- Is Cancer and Why Does Everybody Have It?,What The F@#- Is Cancer and Why Does Everybody Have It?,"On April 10, 2011, Allison W. Gryphon found a lump in her breast. Three days later, she was diagnosed with stage IIIa breast cancer. Allison’s immediate instinct was to pick up a camera and start asking questions. Not only for herself, but for all of us.  For many, cancer is a cell under a microscope. For others, it is a symbolic ribbon, a local fundraiser or a jar calling for help in the checkout line at the grocery store. Cancer is something different to each individual going through it. It’s all relevant. It’s all important. Cancer is about science, study and the practice of medicine, and most importantly, cancer is about people. What the F@#- is Cancer and Why Does Everybody Have it? is about understanding and celebrating those people. It’s about really hearing their voices and being invited to share those experiences in a way that will allow the viewer to walk away with inspiration, questions, knowledge and hopefully a desire to understand more and make things happen.",2014-01-08,2014.0,0.0,0.0,0,107.0,0.1395,10.0,1.0,Documentary,,,English
459,479289.0,Udaharanam Sujatha,ഉദാഹരണം സുജാത,"Sujatha, mother of a teenaged girl, nurses a dream to educate her daughter by doing multiple jobs at houses and factories. However, her daughter Athira doesn't take education seriously, believing that being the off spring of a domestic help, she too will end up the same. A dismayed Sujatha is on the lookout for ways to rouse Athira's competitive spirit.",2017-09-28,2017.0,0.0,0.0,0,126.0,1.0743,7.115,13.0,"Drama,Family",The Scene Studios,India,
460,702841.0,Vidas a Crédito,Vidas a Crédito,"Sofia is a big spender so she frequently abuses of the credit card. When her husband is fired, she is forced to change her life.",2012-04-29,2012.0,0.0,0.0,0,74.0,0.2941,0.0,0.0,Drama,RTP,Portugal,Português
462,707403.0,Pitch Black Panacea,Pitch Black Panacea,"Amy and Carl both have lazy eyes. Amy’s left and Carl’s right. They are strangers, volunteers for an unusual, life-altering treatment in which they will enter a completely dark room together for ten days. But in the hallucination-inducing darkness, they are forced to confront personal demons.",2020-05-04,2020.0,0.0,0.0,0,8.0,0.1954,6.3,10.0,"Animation,Comedy","BFI Network,Somesuch",United Kingdom,English
463,320295.0,Detective Byomkesh Bakshy!,डिटेक्टिव ब्योमकेश बक्शी!,"Byomkesh, fresh out of college, agrees to investigate the disappearance of Bhuvan, a chemist. Assisted by Bhuvan's son Ajit, Byomkesh links the case to a larger conspiracy that will unsettle Calcutta.",2015-04-02,2015.0,5100000.0,5200000.0,100000,139.0,1.6584,6.755,98.0,"Action,Mystery,Drama",Dibakar Banerjee Productions,India,"English,हिन्दी"
464,325051.0,Fetish Fanatic 15,Fetish Fanatic 15,"Director Aiden Riley guides us through the intriguing world of kinky lesbian lust in the four smoldering, Sapphic scenes of Fetish Fanatic 15. Eight of the hottest young sluts in the porn industry pair off and enjoy a variety of perversions and distractions in their passionate quests to make each other cum! As always in Aiden's releases, the feature includes tons of revealing interviews and backstage footage. Lingerie-clad cuties Maddy O'Reilly and Abella Danger explore one another's plump, jiggling ass and juicy pussy. Sexy brunettes Gabriella Paltrova and Dana DeArmond turn a yoga workout into a sphincter-stretching, fart-sniffing, toe-sucking rendezvous! Athletic Euro-slut Lea Lexis and black beauty Skin Diamond worship each other, eat pussy-flavored bananas and use a frozen dessert pop as a double dildo. Finally, bitchy babe Sinn Sage wipes the insipid smile off of pretty girlfriend Sasha Heart, replacing it with her O face via a passionate strap-on fucking!",2014-12-23,2014.0,0.0,0.0,0,327.0,0.0,8.0,2.0,,Evil Angel,United States of America,English
465,110659.0,Fighting Caravans,Fighting Caravans,"Clint Belmet (Gary Cooper) is a bit of a firebrand and is sentenced to at least 30 days in jail, but his partners, Bill Jackson (Ernest Torrence) and Jim Bridger (Tully Marshall) talk a sympathetic Frenchwoman named Felice (Lili Damita) into telling the bumbling, drunken marshal that Clint had married her the previous night. Clint is released so he can accompany Felice on the wagon train heading west to California.",1931-02-01,1931.0,0.0,0.0,0,92.0,2.5167,4.833,18.0,"Action,Western,Romance",Paramount Pictures,United States of America,English
466,870042.0,Devassa,Devassa,,2007-10-10,2007.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,Brasileirinhas,,Português
467,730830.0,Threesome Fantasies Fulfilled 16,Threesome Fantasies Fulfilled 16,"Exciting things happen when two beautiful women come together to share one handsome, young stud. Join superstars Kennedy Leigh, Dillion Harper, Natalia Starr, Tasha Reign, and more as they lose themselves in a free-for-all of pure, unbridled passion-shot in eye-popping high-definition!",2020-02-10,2020.0,0.0,0.0,0,103.0,0.0,5.7,3.0,,Pure Passion,United States of America,English
